filename,opt_level,run,runtime_ms,l1_dcache_misses,l1_icache_misses,cache_misses,branch_misses,instructions,cycles
c,O0,2,5574,315989442,2632063,301822097,46802659,12004974871,18307701217
c,O0,3,5589,308713760,2519474,296455621,46785223,12006797816,18359934922
c,O0,4,5545,308923911,2472235,295467332,46533414,12001834238,18210325032
c,O0,5,5586,332933550,2619714,315909440,46538134,12002278306,18345515188
c,O0,6,5589,305834387,2526971,294387834,46803186,12000069685,18359106247
c,O0,7,5601,302478730,2245668,288359589,46546875,12003081861,18393324128
c,O0,8,5561,306385566,2439445,293742040,46548543,12008707314,18265294815
c,O0,9,5583,304384815,2338827,293260895,46586331,12003697295,18342152822
c,O0,10,5583,315329977,2387946,301255849,46556546,11999061960,18340912496
rust_vanilla,O3,1,4757,270412920,2978155,234200922,49894667,15491242200,15956339228
rust_vanilla,O3,2,4742,271655236,3036659,235176148,49847179,15487453335,15910452783
rust_vanilla,O3,3,4754,266581328,2873466,231067232,49887751,15474525158,15939842391
rust_vanilla,O3,4,4741,262977039,2861161,228211816,49619364,15488378179,15906207926
rust_vanilla,O3,5,4721,280487758,3058981,245193625,49546079,15499116842,15841427634
rust_vanilla,O3,6,4752,276841145,3023947,242613911,49707937,15472750104,15930653817
rust_vanilla,O3,7,4739,269050958,3036968,235199888,49576732,15489369653,15901190300
rust_vanilla,O3,8,4749,279801917,3080153,243252082,49596963,15487433732,15920841570
rust_vanilla,O3,9,4764,265785587,2977220,230698154,49549493,15489293568,15979044231
rust_vanilla,O3,10,4740,264590035,3037131,230140566,49938285,15495122258,15905476768
rust_vanilla,O0,1,54838,188540890,114347284,162577267,113650233,242357192965,180879851818
rust_vanilla,O0,2,56080,192367278,118666047,162344092,113365977,242328233550,185162766063
rust_vanilla,O0,3,56283,196695995,134358739,169085413,113436699,242312575949,185924789946
rust_vanilla,O0,4,55352,196303788,116508409,168471497,113620634,242315653893,182800603630
rust_vanilla,O0,5,56191,197335673,117642197,168458079,114006319,242343795669,185489653826
rust_vanilla,O0,6,56310,199190383,1431408685,169925778,113673517,242339864154,185911765527
rust_vanilla,O0,7,56212,196011883,131113702,167683943,113467772,242308427447,185537509763
rust_vanilla,O0,8,55268,195264972,112565194,167507232,113640647,242356044481,182514892569
rust_vanilla,O0,9,55262,194623538,249609207,168226247,113530129,242343710723,182480204916
rust_vanilla,O0,10,56169,195657962,117312823,169425374,114199505,242368783165,185493065788
c,O3,1,4589,364942236,2258495,351052976,48778175,4899290529,15057439909
c,O3,2,4592,339665799,2260305,327659466,48664314,4899672864,15082472766
c,O3,3,4581,327593970,2208070,316786097,48563551,4900594893,15030676082
c,O3,4,4588,322691476,2137725,312945333,48653885,4902990860,15070706447
c,O3,5,4588,327481232,2116605,318282331,48604234,4905304311,15051377764
c,O3,6,4588,361040112,2471323,348067495,48599242,4903036875,15069571612
c,O3,7,4577,330241657,2277449,320143867,48566185,4898658907,15029241596
c,O3,8,4584,386747747,2313905,356675621,48483189,4898739042,15049971808
c,O3,9,4583,323333516,2122043,313255578,48516742,4909695901,15049029516
c,O3,10,4585,332566093,2169841,321716053,48543845,4902486694,15058441130
rust_custom,O2,1,4692,248471621,2809043,214752015,49825620,14780326339,15746516941
rust_custom,O2,2,4686,245084676,2782086,210625247,49819402,14772893586,15719727402
rust_custom,O2,3,4675,254784812,2850307,221130992,49869515,14755384742,15672707516
rust_custom,O2,4,4681,248895421,2727943,215768559,49776282,14760045507,15711808845
rust_custom,O2,5,4707,250787292,2861050,212561731,50048983,14779414519,15772827888
rust_custom,O2,6,4645,258304386,2837211,224153178,49709127,14788846618,15583882047
rust_custom,O2,7,4683,245951402,2780723,212159549,49837910,14764983913,15719822172
rust_custom,O2,8,4680,255886915,2767123,221828431,49925256,14756522364,15705793753
rust_custom,O2,9,4681,257099845,3135435,222000989,49932145,14760395718,15714904160
rust_custom,O2,10,4694,248802440,2742525,213444965,49716620,14760502403,15747161402
c,O2,1,4590,349012509,2345282,337648124,48667250,4960286812,15066386251
c,O2,2,4590,360809437,3361500,347365806,48599508,4959384343,15057598573
c,O2,3,4594,360980426,2350461,346932643,48679379,4952013660,15087147717
c,O2,4,4589,337435316,2109814,326814077,48619306,4951535298,15071920490
c,O2,5,4599,326516600,2297753,317349111,48906013,4968050325,15088581428
c,O2,6,4591,329179692,2226203,317978206,48777498,4956794034,15071084124
c,O2,7,4622,316619043,2098911,306759793,48689079,4952374671,15169852084
c,O2,8,4592,321935990,2153887,310940096,48712302,4954741493,15076147653
c,O2,9,4573,370472783,2450372,353869933,48696305,4950908119,15013352885
c,O2,10,4590,340750514,2363843,327953982,48806357,4963805794,15061194109
