filename,opt_level,run,runtime_ms,l1_dcache_misses,l1_icache_misses,cache_misses,branch_misses,instructions,cycles
rust_vanilla,O0,9,300797,1152687430,906375033,1135064474,621923582,1286704925166,992423926289
rust_vanilla,O0,10,300650,1145698339,580546229,1131210691,622384834,1286262195619,991830892521
c,O3,1,N/A,1767818770,12829729,1962034874,187269962,16979495210,92395915582
c,O3,2,N/A,1760892423,12466755,1953010355,187318603,16977315250,92301210876
c,O3,3,N/A,1773371969,12151953,1956754474,187253175,16974958117,92264282343
c,O3,4,N/A,1770828440,12933042,1965592544,187297910,16971025369,92110261993
c,O3,5,N/A,1772366178,12452645,1948799729,187020378,16970896170,92267492634
c,O3,6,N/A,1773021037,12090936,1954685390,187352510,16967472147,92294493621
c,O3,7,N/A,1767077407,12549192,1953627101,187220533,16971266341,92031347257
c,O3,8,N/A,1769550957,12531551,1957986792,187260789,16972953521,92356209877
c,O3,9,N/A,1277037637,11161961,1513750625,187479455,16978657588,98469735274
c,O3,10,N/A,1766671387,13371203,1964090864,187222377,16979344238,92419964715
rust_custom,O2,1,32045,1550512676,16012551,1511022749,284266175,77316157490,106972910348
rust_custom,O2,2,32084,1531308683,16696652,1509520180,284337816,77289088225,107191826558
rust_custom,O2,3,32089,1532540045,16781632,1508781925,284316396,77341651551,107188459510
rust_custom,O2,4,32119,1534386393,16540703,1508760166,284104454,77280022671,107267804989
rust_custom,O2,5,32144,1536491063,16566695,1508779517,284182440,77296775800,107353766475
rust_custom,O2,6,32164,1538925825,16271661,1506518313,284539798,77347585759,107452788078
rust_custom,O2,7,32139,1532347981,15876266,1503563412,284057716,77307156634,107299290764
rust_custom,O2,8,32144,1551874086,17208538,1514261687,284130330,77306580483,107387931895
rust_custom,O2,9,32114,1531800160,16449578,1506136612,284352073,77298549637,107280704752
rust_custom,O2,10,32041,1532094870,16935393,1507890454,284349060,77314562359,107021676201
c,O2,1,N/A,1763734689,13127664,1954607953,187076745,17008682503,92254409118
c,O2,2,N/A,1771905584,12709785,1956680160,187152037,17009739420,92223128460
c,O2,3,N/A,1642041533,12564805,1848692088,187016285,17009209304,93907799547
c,O2,4,N/A,1760892853,12830622,1955871808,186925081,17008894191,92316662844
c,O2,5,N/A,1763702752,13066920,1956400556,187135199,17005734002,92196860336
c,O2,6,N/A,1760437976,12361135,1953366255,187051939,17013576519,92115246200
c,O2,7,N/A,1766199589,12961864,1958788931,187178558,17012309000,92252827125
c,O2,8,N/A,1776188025,13527081,1960920866,187080526,17011267250,92387644008
c,O2,9,N/A,1786564767,12644552,1964668637,188034953,17047251383,92177030480
c,O2,10,N/A,1760665940,12019769,1951036255,187171838,17011157416,92235758341
